oper,para,end_tm,value
OP003,FLOW,2025-01-05 06:00:00,55.78
OP003,FLOW,2025-01-05 12:00:00,51.44
OP003,FLOW,2025-01-05 18:00:00,49.11
OP003,FLOW,2025-01-06 00:00:00,53.86
OP003,FLOW,2025-01-06 06:00:00,55.9
OP003,FLOW,2025-01-06 12:00:00,53.05
OP003,FLOW,2025-01-06 18:00:00,49.36
OP003,FLOW,2025-01-07 00:00:00,49.64
OP003,FLOW,2025-01-07 06:00:00,59.07
OP003,FLOW,2025-01-07 12:00:00,51.66
OP003,FLOW,2025-01-07 18:00:00,49.12
OP003,FLOW,2025-01-08 00:00:00,51.46
OP003,FLOW,2025-01-08 06:00:00,54.37
OP003,FLOW,2025-01-08 12:00:00,49.73
OP003,FLOW,2025-01-08 18:00:00,48.08
OP003,FLOW,2025-01-09 00:00:00,53.37
OP003,FLOW,2025-01-09 06:00:00,56.04
OP003,FLOW,2025-01-09 12:00:00,54.13
OP003,FLOW,2025-01-09 18:00:00,44.53
OP003,FLOW,2025-01-10 00:00:00,52.47
OP003,FLOW,2025-01-10 06:00:00,55.18
OP003,FLOW,2025-01-10 12:00:00,51.29
OP003,FLOW,2025-01-10 18:00:00,47.69
OP003,FLOW,2025-01-11 00:00:00,50.51
OP003,FLOW,2025-01-11 06:00:00,56.46
OP003,FLOW,2025-01-11 12:00:00,54.24
OP003,FLOW,2025-01-11 18:00:00,46.08
OP003,FLOW,2025-01-12 00:00:00,53.43
OP003,FLOW,2025-01-12 06:00:00,54.5
OP003,FLOW,2025-01-12 12:00:00,52.82
OP003,FLOW,2025-01-12 18:00:00,49.65
OP003,FLOW,2025-01-13 00:00:00,46.28
OP003,FLOW,2025-01-13 06:00:00,54.63
OP003,FLOW,2025-01-13 12:00:00,52.37
OP003,FLOW,2025-01-13 18:00:00,45.81
OP003,FLOW,2025-01-14 00:00:00,51.37
OP003,FLOW,2025-01-14 06:00:00,54.42
OP003,FLOW,2025-01-14 12:00:00,50.8
OP003,FLOW,2025-01-14 18:00:00,45.31
OP003,FLOW,2025-01-15 00:00:00,52.34
OP003,FLOW,2025-01-15 06:00:00,55.51
OP003,FLOW,2025-01-15 12:00:00,50.68
OP003,FLOW,2025-01-15 18:00:00,44.18
OP003,FLOW,2025-01-16 00:00:00,48.4
OP003,FLOW,2025-01-16 06:00:00,53.51
OP003,FLOW,2025-01-16 12:00:00,50.17
OP003,FLOW,2025-01-16 18:00:00,43.53
OP003,FLOW,2025-01-17 00:00:00,49.36
OP003,FLOW,2025-01-17 06:00:00,57.93
OP003,FLOW,2025-01-17 12:00:00,50.52
OP003,FLOW,2025-01-17 18:00:00,43.13
OP003,FLOW,2025-01-18 00:00:00,50.64
OP003,FLOW,2025-01-18 06:00:00,52.42
OP003,FLOW,2025-01-18 12:00:00,44.16
OP003,FLOW,2025-01-18 18:00:00,41.22
OP003,FLOW,2025-01-19 00:00:00,44.03
OP003,FLOW,2025-01-19 06:00:00,52.07
OP003,FLOW,2025-01-19 12:00:00,47.81
OP003,FLOW,2025-01-19 18:00:00,46.12
OP003,FLOW,2025-01-20 00:00:00,48.06
OP003,FLOW,2025-01-20 06:00:00,51.96
OP003,FLOW,2025-01-20 12:00:00,49.06
OP003,FLOW,2025-01-20 18:00:00,37.98
OP003,FLOW,2025-01-21 00:00:00,47.62
OP003,FLOW,2025-01-21 06:00:00,53.69
OP003,FLOW,2025-01-21 12:00:00,44.19
OP003,FLOW,2025-01-21 18:00:00,44.43
OP003,FLOW,2025-01-22 00:00:00,47.69
OP003,FLOW,2025-01-22 06:00:00,51.19
OP003,FLOW,2025-01-22 12:00:00,48.28
OP003,FLOW,2025-01-22 18:00:00,46.56
OP003,FLOW,2025-01-23 00:00:00,47.38
OP003,FLOW,2025-01-23 06:00:00,52.51
OP003,FLOW,2025-01-23 12:00:00,46.1
OP003,FLOW,2025-01-23 18:00:00,40.32
OP003,FLOW,2025-01-24 00:00:00,48.81
OP003,FLOW,2025-01-24 06:00:00,50.43
OP003,FLOW,2025-01-24 12:00:00,47.29
OP003,FLOW,2025-01-24 18:00:00,41.19
OP003,FLOW,2025-01-25 00:00:00,48.36
OP003,FLOW,2025-01-25 06:00:00,53.07
OP003,FLOW,2025-01-25 12:00:00,49.48
OP003,FLOW,2025-01-25 18:00:00,41.38
OP003,FLOW,2025-01-26 00:00:00,47.23
OP003,FLOW,2025-01-26 06:00:00,50.81
OP003,FLOW,2025-01-26 12:00:00,46.88
OP003,FLOW,2025-01-26 18:00:00,43.53
OP003,FLOW,2025-01-27 00:00:00,49.75
OP003,FLOW,2025-01-27 06:00:00,51.39
OP003,FLOW,2025-01-27 12:00:00,49.98
OP003,FLOW,2025-01-27 18:00:00,45.95
OP003,FLOW,2025-01-28 00:00:00,49.61
OP003,FLOW,2025-01-28 06:00:00,57.53
OP003,FLOW,2025-01-28 12:00:00,47.23
OP003,FLOW,2025-01-28 18:00:00,41.29
OP003,FLOW,2025-01-29 00:00:00,45.82
OP003,FLOW,2025-01-29 06:00:00,57.37
OP003,FLOW,2025-01-29 12:00:00,50.68
OP003,FLOW,2025-01-29 18:00:00,44.27
OP003,FLOW,2025-01-30 00:00:00,50.56
OP003,FLOW,2025-01-30 06:00:00,52.75
OP003,FLOW,2025-01-30 12:00:00,54.89
OP003,FLOW,2025-01-30 18:00:00,45.26
OP003,FLOW,2025-01-31 00:00:00,50.84
OP003,FLOW,2025-01-31 06:00:00,57.08
OP003,FLOW,2025-01-31 12:00:00,51.59
OP003,FLOW,2025-01-31 18:00:00,46.07
